neutral,Kullanıcı adının değiştirilmesi üzerine bir güncelleme gelirse seviniriz :)
negative,BUNA BİŞEY OLMUŞ
positive,Çok uzun sürede yükleniyor. Lütfen düzeltin
negative,Snapchat çok şarj alıyor ve ısınıyor ayrıca internetsiz olan face emojiler çalışmıyorr
negative,Mesajlar gelmiyooooo
negative,Snaplere cevap olarak mesaj gönderemiyorum. Güncelledikten sonra bu sorun oluştu artık mesaj atamıyorum
negative,Son güncelleme gereksiz ve yanlış özellikle senin icin olan bölüm İngiliz koymuş mk.
positive,"Arkadaşlarınla kontürsüz konuşabiliyorsun 
İstediğin gibi eğleniyorsun müthiş"
negative,İndiremiyorum
negative,Açılmıyor ıphone6s.
positive,please come up with username change feature
negative,Hesaptan çıkış yapmaya çalışıyorum hata veriyor
negative,Eski hali çok daha iyiydi karmaşık ve saçma olmuş arkadaşlarımın hikayeleri saçma sapam yerlerde çıkıyor eskisi kadar kullanmıyorum çok olmuş
negative,Terbiyesizler
negative,Uygulama geç açılıyor ve aşırı kasıyor (iphone 6)
positive,Telefonu kasan tek uygulama. Telefonu ısındıran tek uygulama. Şarj düşmanı. Kötü.
negative,Çok ısındırıyor telefonu
negative,Şarj çok çok hızlı gidiyor ve telefon ısınıyor
negative,Şarjı çabuk bitiriyor telefon çabuk ısınıyor ve kullanıcı ismi değişebilse daha iyi olur
negative,"Snapserilerim nedensizce siliniyor ve snapchat'in ana sayfasındaki destek kısmından bir sürü kere mesaj göndermeme rağmen düzeltilmedi, lütfen ilgilenin."
negative,Every beatiful filter is being deleted why i cant understand wheres the flowers
positive,Şarj Çok hızlı azalıyor
neutral,Sesli ve görüntülü araması çok kötü onun dışında gayet güzel
positive,Kullanıcı adımı değiştirebilmeyi çok isterdim. Bir daha yeni hesap açmak istemiyorum
negative,"evet, bazen ,çok güzel snapler geliyor ama çok hızlı şarj bitiriyor+cihazı çok ısıtıyor, bazen elimle bile tutamıyorum."
negative,Eski efektler geri gelmeli😣
negative,kullanıcı adını tekrar değiştirebilme özelliği gelsin
positive,Siri ile mesaj gönderebilsek daha iyi olurdu
negative,Ablamla aynı model telefon kullandığımız halde aynı ifadeler çıkmıyor farklı
neutral,Yeni güncellemeden sonra arkadasımla sohbete kaydettiğim her şey kayboldu lütfen bunu düzeltir misiniz?
negative,Çektiğim fotoğrafları defalarca tıklamama rağmen film rulosuna kaydet seçeneği artık gelmiyor böyle giderse sileceğim !
positive,"Ne zaman sarj yemez ve teli ısındırmaz ise o zaman geri yükleyeceğim lütfen bi çaresine bakın, rica ediyorum..."
negative,Kullanıcı adı artık değiştirilsinnnn!!
negative,"Uygulama çok kararsız,takılmalar oluyor.Pil tüketimi çok fazla.Eski sürümlerine göre tasarım oldukça karmaşık."
positive,efektler internetsiz açılmıyor artık düzeltin ya mahvettiniz
negative,Arka fonsa müzik açıkken snap de video çekebiliyorduk şimdi ise video çekerken şarkıyı 2 saniye çekip kapatıyor. Bu sorunu düzeltirmisiniz. Arka fonda müzik çalsın kapanmasın istiyoruz video çekerken. İyi çalışmalar.
negative,Uygulamada anılar kısmındaki fotoğraflarıma bakarken kendi kendine uygulamayı kapatıyor ve bu sadece temmuz ayındaki anılarımda oluyor buna bir çözüm bulabilir misiniz
negative,Güncelleme geldiginden beri program kendini güncellemiyor bilginiz olsun
negative,Şu an arkada çalıyor reklamın müziği düzgün reklam koyuyorsunuz tamam ama bari bug lu olması 7inciye dinliyorum
negative,Sürekli kapanıyor dünden beri napmalıyım
negative,uygulama artık sıkıcı olmaya başladı çünkü snap atma özelliği her uygulamada var snapchat hem şarj yiyor hem de özelliği yok kullanıcı adımızı da değiştiremiyoruz bu yüzden kullanmıyorum
negative,Girmiyo
negative,"Telefonuma uygulamayı birden fazla kez silip tekrar indirmeme rağmen, uygulamayı açmak için tıkladığımda hemen kapanıyor. Bu soruna bir çözüm var mı?"
positive,Şarj hızlı bitiyor onun dışında kasmalar telefonla alakalı benimki hiç kasmıyor
negative,Lütfen şunu çözün
negative,Bu nasıl bişeydir ya uygulamaya nasıl bişey yaptınız açtığım an uygulamayı telefon patlıycak gibi oluyor bişeyler yapın iki fotoraf çekinicez diye telefonumuzdan olucaz 😡🤬
negative,Sayın snapchat kurucusu lütfen yardım eski snapchat şifremi unuttum ve yenileyemiyorum eski telefon numaram kayıtlı ve ona kod gönderiyor e postaylan da deniyorum aynı şekilde eski telefon numrama kod gönderiyor lütfen acil yardım edin
negative,Uygulamanın hiç bir türlü akıcı olmaması ve uygulamaya şarj dayanmaması yüzünden 2/10
negative,Bi senedir kaydedilmş duran msjlarım silndi ama ben silmedm ltfen yardm edn içim yanıyo gerçektn 🤧
negative,Uygulamaya girdikten 2 dakika sonra çok ısınıyor üstünde yumurta kırsam pişecek şarj düşmanı sokağa çıkıp 2 Snap atamıyoruz !
positive,"8 Agustos 2018 tarihinde gelen guncelleme ile birlikte, snap saniyeleri 5 sn olarak kisaltilmis durumda. 6’li snap cekerken 60 sn olmasi gerekirken 30 sn oluyor. Duzeltilmeli."
negative,Bana özel fotoğraflarımda geçen seneki fotoğraflarım yüklenmiyor
negative,Şarjı hemen bitirme sorununu ne zaman çözeceksiniz? Bu yüzden kimse kullanmıyor uygulamayı.
negative,Şarj çok hızlı bitiriyor ve telefonu ısıtıyor lütfen çözüm.
positive,Bu ara aşırı fazla kasıyor ve kendini kapıyor acil düzeltin
neutral,Kullanıcı adını değiştirebilme özelliği gelmeli
positive,my name na uvuvwevwewe onyetwenwewe ugwemughem osas
negative,Yavaş yükleniyor
negative,Uygulamaya girdikten 20 saniye sonra snapchat kendi kendine hata vermeden uygulamadan çıkıyor
negative,%100 olan şarjımı saniyeler içinde %60a düşürürken amacınız neydi?
positive,Sorunsuz
negative,Tefonumu yeni aldım ve kullanmış olduğum hattımıda iptal ettim hiç bi şekilde snapchata giremedim bu konu yardımlarınızı bekliyorum snapchatımı kullanmıyorum
negative,Kalpli efekt silindi  tekrar geri gelsin ;(
negative,Kişisel fotoğraflarım var lütfen bi yol verin şifreyi öğrenim
negative,Lütfen
neutral,çoklu hesap özelliği gelmeli ve snapchat e farklı bir hesap ile girdiğimde ikisinde de farklı özellikler oluyor bunun da düzeltilmesi gerek.
negative,Chat kullanırken telefon alev alıyor son güncellemeden sonra. İnanılmaz yavaşlama var.
negative,Vay be bi zamanların reisi çabuk çöktü ama hak etti sarj ve internet problemi ayrıca o güncellemeler c’mon
negative,Her gün baska yüzler geliyor ama dıgerleri gidiyor dıgerleri de gıtmesin
negative,!!!
negative,Sildim .
negative,LANET OLSUN SANA SNAPCHAT
negative,Şunu eski galine çevirin ya bu ne böyle😡😡😡
negative,Telefonu elimde tutamıyorum bi anda aşırı sıcaklığa ulaşıyor buzlamı dolaşalım
negative,Kullanıcı ismini bir kereliğine değiştirme hakkı gelmeli 🙏🏽
negative,Uzun süreli kullanımlar cihazın ısınmasına neden oluyor ve pil seviyesini azaltarak kullanım ömrünü azaltıyor.
negative,Şarjı hemen bitiyor
negative,Ateşlerimi sürekli gitmiş gösteriyor aşırı telefonu ısındırıyo
negative,Son güncellemeden sonra telefonum 7 plus olmasına rağmen yarım saat sohbet edince aşırı ısınıyor bence buna çözüm gelmeli
positive,Sc= beerkaydiin
negative,Snapchati sildim tekrar yükledim ve kaydettiğim fotoğraflar videolar gitti !!!!!!!!!!!! Ve bu ikinci kez oluyor ???
negative,Şarj çok hızlı gidiyor telefonu çok ısıtıyor hemen
positive,Çok güzel
negative,Bana özelde ki tüm fotoğraflarım silindi bu ne abi yardımcı olun
negative,Şarjdan çok yiyo ama filtreler güzel sayılır
negative,Şarj dayanmıyor
positive,"when the microphone is on, but there is no sound in the application. memories and incoming snaps 
how to fix this?"
negative,Bitmojiler son güncelleme ile gözükmemeye başladı. İphone 6
positive,Harika bir şey 👍👍👍👍👍👍
negative,Bana özel kısmında ki anılarım yüklenmiyor team Snapchat te yazdım ama yarım da bulunmadılar hesabı kapatıp açtım olmuyor güvenip anılarınızı saklamayın 👎
negative,Snapchat simgesine bastığımız anda %1 şarjımız gidiyor daha ne diyelim
negative,O malûm güncellemeden sonra rezil bir hâl aldı.
positive,Bence komik😂😂😂😂
negative,Her girdiğimde şarjım bitiyor ve telefon kapanıyor
negative,Lütfen köpeği eski haline getirin böyle çok kötü
negative,Bana özel açılmıyor bütün fotoğraflarım gitti
negative,videolarımın sesi çıkmıyor
positive,Its amazing you just need to learn how to use it then your in hop you love it
negative,Normalde akşama kadar şarjım hala % 62 felan gösterdiği anda çocuklar bu programı açtığı anda anında 2 fotograf çekince % 8 e düşüyor sakın yüklemeyin
negative,Guzel ama asiri sarj goturuyo ve telefon firindan cikmis gibi isiniyoo
negative,Gercekten sarji cabuk bitiriyor ve telefon cookk isiniyor
positive,5s için gelsin
negative,Eski Snapchat özelliği gitti neredeyse kimse kullanmıyor daha çok geliştirilmesi lazım instagram gibi olursa eski snapchat olur
positive,Şarjı ve interneti çok tüketiyor.Bu konulara bir çare bulunsa çok iyi olur.
negative,1 saattir burda fotoğrafı düzenlemek için uğraşıyorum tam sonuna geldim kaydedicem bastım hata verip attı ve 1 saatim sırf bunun için boşuna gitti şuna çözüm bulun yeter artık gerçekten sinirliyim
negative,Kamera kısmına ulaşmak çok zor
negative,Bana özeldeki geçen yıl kaydettiğim fotolar yüklenmiyor fotoğraflar geri gelsin acil çözüm
negative,İğrenç bi uygulama tüm anılarım silindi
neutral,"Eski hali daha güzeldi ve bide bi kaç efekt daha kötü 
Lütfen düzeltin bide şarj çok yiyiyor telefonu ısıtıyor ve ön kameradan çekilenler bulanık çıkıyor net değil yani 
(Iphone 8 plus)"
neutral,Tüm uygulamalar gibi kullanıcı adı değiştirilme seçeneği gelse iyi olur
negative,Kullanıcı adı değiştirme özelliği gelsin artık
negative,Sohbetlere her dokunduğumda ekran görüntüsü aldın yazıyor ama galeride hiçbir şey yok
positive,But I would be happier if they update to change names❤️
neutral,İi ama şarj düşmanı
negative,eski kalitesi kalmadı gif’lerin açılması neredeyse yarı saati buluyor şarj yeme konusunda hiç bir uygulama önüne geçemez zaten ayrıca telefonu fazlasıyla ısındırıyor 😡
negative,çok fazla denedim sildim yükledim yine giriş yapılmıyor bir saat boyunca bekliyor girmek için neden yani NEDEN
negative,İlk kullanmaya başladığımız snapchati geri istiyorum bu ne ya köpek filtresi falan çok yapmacık
neutral,Fotoğraf ve videolarım durduk  yere sildi kayıtlı olduğu halde görünmüyor telefon galerisin de de kayıtlı değildi napıcam yarıdımcı olun lütfen 😥😥
negative,Yeni güncelleme neden gelmedi bazı telefonlarda var ama telefonum yeni olmasına rağmen yeni efektler yok
negative,Krsm strk drdk yre gidyo
neutral,Şu efektlerde gözüm oruspu gözüne dönüyo biraz düzeltin maskara yapmış gibi görünüyorum ERKEKLERİDE DÜŞÜNÜN LAN
negative,"Bir an önce güncellenmezse uygulamayı sileceğim,telefonumu aşırı ısındırıyor %60’tannaldığım telefon 5-6 saniyede %55’e düşüyor😡😡ve aşırı aşırı yer kaplıyor!!!"
negative,Çektiğim videoları ve fotoğrafları göndermiyor tekrar dene diyince video kayboluyor çok sinir bozucu
negative,Konumum kapalı olduğunda filtreleri değiştiremiyorum izin versem bile olmuyor..
negative,Uygulama çok şarj yese de yinede amacına uygun çalışıyo ama pls şu şarj şeysini düzeltin
neutral,Konumumu açtığımda nerede olduğum belli değil olduğum yerin adı yazmıyor
negative,Çok fazla ısındırıyor telefonu ve aşırı derecede şarj yiyor
negative,ÇILDIRIYOR RENK DEĞİŞTİRDİM RENK RENK ALT TARAFI RENK LAN ZATEN UYGULAMAYI KİMSE KULLANMIYOR EY SNAPCHAT EVLATLIKSIN ARTIK İFLAS ETMENİZE AZ KALDI BANIMI AÇ BANIMI DELİRİCEM
negative,Sunucu problemleri bunalttı artık
negative,telefon çok ısınıyor ve çok şarj yiyor ayrıca son güncellemede en sevdiğim güzel efekt de kalkmış
negative,"1.Şarj su gibi gidiyor
2.Hep kadın filtreleri var kedi kalp vs
3.Konumu açtığımızda bile sürekli keşfet kısmında yabancıları gösteriyor
4.Filtreleri kullanmak için konum istiyor
KISACASI SNAPCHAT BATIRDI
Facebook’u geçebilecek potansiyel varken MSN oldunuz tarih olacak bu gidişle."
negative,Snapchati silmek zorunda kaldım akşam tekrar yüklediğimde son 4 gündeki bütün anılarım silinmiş geri getiremiyorum ve önemli değerli fotoğraflardı
negative,Fotoğraf kalitesi düşük 👎🏼
negative,Son güncellemeden sonra snaplerime girip bakmak istediğim zaman uygulama donuyor ve kendiliğinden kapanıyor. Yardımcı olur musunuz ?
positive,"Arkadaşımın ve kendi snaplerimde , kaydettiğim videolarda ses gelmiyor.Bu sorunu nasıl çözebilirim ?"
neutral,Ya arkadaş eskiden ne güzel snapchat efsaneydi kendi elleriyle bitirdiler eski güncelleme yazılım daha iyiydi artık kullanan kalmadı yapmayın bize❌👍
positive,Çoooooooooooooooooooooook güzel 👏👍😺😎
positive,Eski filtreler geri gelsin lütfen
positive,Lütfen kullanıcı adı değiştirebilme özelliği gelsiin
negative,"Merhabalar, snapchatten çıkış yapmıştım. şu an girmek istiyorum giriş yapmıyor , sürekli yükleniyor gözüküyor ama girmiyor . Düzeltme istiyorum"
negative,İphonelerde çok ısınıyor ve efektleri internetsiz açamıyorum :(
negative,Hep aynı efektler var ve  köpek efektinde lens var hatta çoğunda lens var ve çok kötü
negative,Iphone 5s kasıyor eskiden kasmıyordu . Zaten hızlı şarj yiyor ve ısındırıyor bu zaten düzeltilemiyor
positive,Lütfen sarı kelebekler geri gelsin ve gitmesin ondan daha güzel çeken efekt yok maalesef
negative,ATTIĞIM VİDEOLU SNAPLER GİTMİYOR
positive,Telefonum S4 Mini uygulamaya giremiyorum lütfen bi çözüm bulun acil!!!
negative,O kadar gereksiz efekt varken çiçekli efektri kaldırıyosunuz
negative,"İOSlarda her ne kadar sorun olmasa da, Androidlerde çok sıkıntı var son güncellemede. Ve neredeyse bütün arkadaşlarım uygulamayı kullanmayı bıraktı. Bu sorunun en kısa zamanda düzeltilmesini talep ediyorum."
negative,Güncelleme geldikten sonra ilk canlı efekt yok oldu. Geri gelsin lütfen.
negative,Efektler sürekli değişiyor yalnız göz efekti vardı kaldırılmış geri gelsin!
negative,YA ESKİ SÜRÜNÜ VERİN ŞUNUN YETER YETER
negative,Snapchat bana özel klasörüm uzun bir süre kayboldu geri geldiğinde yeni fotoğraflar ekleyebilir haldeydim fakat daha önceden bana özel klasörüme eklediğim fotoğraf ve videolar yüklenmiyor/açılmıyor. Yardımcı olunmasını talep ederim.
negative,"LÜTFEN KULLANICI ADI DEĞİLTİREBİLME ÖZELLİĞİ GETİRİN, LÜTFEN"
negative,"Şarjı çok çabuk bitiriyor, kaydedilen videolarda sesi açmıyor, telefon çok ısınıyor..."
neutral,Kullanıcı adı değiştirme özelliği eklensin lütfen 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
negative,You should definitely be able to group people instead of taping on all of your streaks and wasting your time. Group your Streaks and press one button instead of pressing on each person you have a streak with. Please add this I am begging you.
negative,Şarjımı çok yiyor telefon da çok ısınıyor 😑
negative,Giriş yapmıyor 2 aydır uygulamaya
neutral,Kullanıcı adı değiştirilebilsr daha iyi olurdu
negative,Video çektiğimde videoda ses gelmiyor
negative,Sigaralı bitmoloji yok hepsi salak aaçma şeyler insanlar top oynamıyor hocam gerçekleri görün ve hayal dünyasından çıkın artık adam olun laan kendinizi bi sorgulayın😘
